Position,Track Name,Artist,Streams,date,region,id
25,Watermelon Sugar,Harry Styles,170910,2019-11-25,gb,1e9oZCCiX42nJl0AcqriVo
26,Be Honest,Jorja Smith,168189,2019-11-25,gb,3IWs9dAwTqN0EFhOIcBDfs
27,Buss Down (feat. ZieZie),Aitch,167885,2019-11-25,gb,584UC3Qpm8SbYd7aRWKREu
28,Last Christmas,Wham!,163945,2019-11-25,gb,2FRnf9qhLbvw8fu4IBXx78
29,Taste (Make It Shake),Aitch,161966,2019-11-25,gb,1xPpYbCaJWonL7IFXPDjON
30,Nice To Meet Ya,Niall Horan,158263,2019-11-25,gb,3cphb8kdsjElYR7r5icK3H
31,Ladbroke Grove,AJ Tracey,156818,2019-11-25,gb,7b4ky1LlQLFhXHmhZkFgqV
32,Don't Rush (feat. Headie One),Young T & Bugsey,156563,2019-11-25,gb,0PXukVbYpvz40KcEFKnIw7
33,Liar,Camila Cabello,151708,2019-11-25,gb,7LzouaWGFCy4tkXDOOnEyM
34,Good as Hell (feat. Ariana Grande) - Remix,Lizzo,150917,2019-11-25,gb,07Oz5StQ7GRoygNLaXs2pd
35,Pump It Up,Endor,150251,2019-11-25,gb,0GiwV6v3AgJfdu59tj719Y
36,Strike a Pose (feat. Aitch),Young T & Bugsey,149611,2019-11-25,gb,23GvTfcGK454ppLsts3W44
37,This Is Real (ft. Ella Henderson),Jax Jones,147790,2019-11-25,gb,1pRShUtGOG6ZP5fsnw9G4h
38,Beautiful People (feat. Khalid),Ed Sheeran,136224,2019-11-25,gb,70eFcWOvlMObDhURTqT4Fv
39,Location (feat. Burna Boy),Dave,135480,2019-11-25,gb,3z4CGd63tpUn9a6oQSG0CI
40,Paper Cuts,Dave,134577,2019-11-25,gb,1gFMfqyVSXHMgvRloH2gDL
41,Hold Me While You Wait,Lewis Capaldi,134292,2019-11-25,gb,60iSKGrGazRzICtMjADNSM
42,French Kisses (feat. Aitch),ZieZie,133074,2019-11-25,gb,2jTBEuS8P9ZqVos9zecRzl
43,Sorry,Joel Corry,132144,2019-11-25,gb,6y1UtRcHQU07aUs3oxZ8Yn
44,Orphans,Coldplay,129623,2019-11-25,gb,03T4ttRCiLXST6MZjeMwmR
45,Follow God,Kanye West,128167,2019-11-25,gb,2QpGZOhTCHHiKmpSO9FW4h
46,bad guy,Billie Eilish,126840,2019-11-25,gb,2Fxmhks0bxGSBdJ92vM42m
47,Opp Thot,Poundz,126462,2019-11-25,gb,4VRE2Ler8le7DUymvKepY1
48,Falling,Trevor Daniel,124799,2019-11-25,gb,4TnjEaWOeW0eKTKIEvJyCa
49,Señorita,Shawn Mendes,123561,2019-11-25,gb,6v3KW9xbzN5yKLt9YKDYA2
50,Outnumbered,Dermot Kennedy,122877,2019-11-25,gb,4Ta3PhWmY50ZLU1uhKFKPE
51,God Is A Dancer (with Mabel),Tiësto,120259,2019-11-25,gb,6fenHIxXuuzKB55wY4WCHP
52,Gangsta,Darkoo,119285,2019-11-25,gb,0KzhyaVtr2v4J9GVdMgCk0
53,3 Nights,Dominic Fike,117645,2019-11-25,gb,1tNJrcVe6gwLEiZCtprs1u
54,Ransom,Lil Tecca,114912,2019-11-25,gb,1lOe9qE0vR9zwWQAOk6CoO
55,Loyal (feat. Drake),PARTYNEXTDOOR,113135,2019-11-25,gb,5bvnqVuq7UFl0txSlHpsfS
56,I Don't Care (with Justin Bieber),Ed Sheeran,108390,2019-11-25,gb,0hVXuCcriWRGvwMV1r5Yn9
57,Vossi Bop,Stormzy,106516,2019-11-25,gb,44ZJ4hLD5onikKsVLQaILr
58,Santa Tell Me,Ariana Grande,106301,2019-11-25,gb,0lizgQ7Qw35od7CYaoMBZb
59,Higher Love,Kygo,104593,2019-11-25,gb,6oJ6le65B3SEqPwMRNXWjY
60,Take Me Back to London (feat. Stormzy),Ed Sheeran,102027,2019-11-25,gb,1AI7UPw3fgwAFkvAlZWhE0
61,Both,Headie One,101897,2019-11-25,gb,0SxjNrhMwarsbcgEy0pavJ
62,Jerry Sprunger (with T-Pain),Tory Lanez,101626,2019-11-25,gb,6JsHgIkMYHcbNtKfsal2Mg
63,"10,000 Hours (with Justin Bieber)",Dan + Shay,98291,2019-11-25,gb,2wrJq5XKLnmhRXHIAf9xBa
64,Into the Unknown,Idina Menzel,97943,2019-11-25,gb,3Z0oQ8r78OUaHvGPiDBR3W
65,Better Half of Me,Tom Walker,97916,2019-11-25,gb,4VPlKUSjC9HdZdUbFZ0Y5y
66,It's Beginning to Look a Lot like Christmas,Michael Bublé,97155,2019-11-25,gb,0lLdorYw7lVrJydTINhWdI
67,So High (feat. Fredo),MIST,95832,2019-11-25,gb,5aubXDnDNVKA5pS7EnR0mp
68,Up All Night,Khalid,94008,2019-11-25,gb,1mpD5Q8IM32I4bF6eCpU74
69,We Got Love,Sigala,92939,2019-11-25,gb,35mMXfym6C9VOTUVrcKKZp
70,How Do You Sleep?,Sam Smith,92555,2019-11-25,gb,6b2RcmUt1g9N9mQ3CbjX2Y
71,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,91972,2019-11-25,gb,0RiRZpuVRbi7oqRdSMwhQY
72,Rockin' Around The Christmas Tree,Brenda Lee,90697,2019-11-25,gb,2EjXfH91m7f8HiJN1yQg97
73,Fairytale of New York (feat. Kirsty MacColl),The Pogues,90558,2019-11-25,gb,3VTNVsTTu05dmTsVFrmGpK
74,Grace,Lewis Capaldi,88875,2019-11-25,gb,0pEkK8MqbmGSX7fT8WLMbR
75,Post Malone (feat. RANI),Sam Feldt,86306,2019-11-25,gb,36orMWv2PgvnzXsd5CJ0yL
76,Look At Her Now,Selena Gomez,86251,2019-11-25,gb,4yI3HpbSFSgFZtJP2kDe5m
77,Do They Know It's Christmas? - 1984 Version,Band Aid,85541,2019-11-25,gb,0247StOpd3AkeBQzANX4Zf
78,Floss (feat. MoStack & Not3s),AJ Tracey,83830,2019-11-25,gb,0LjXPuuttcYpND3IxAFww1
79,Truth Hurts,Lizzo,82304,2019-11-25,gb,5qmq61DAAOUaW8AUo8xKhh
80,Mr. Brightside,The Killers,81190,2019-11-25,gb,7d8GetOsjbxYnlo6Y9e5Kw
81,Goodbyes (Feat. Young Thug),Post Malone,80787,2019-11-25,gb,6vBdBCoOhKHiYDDOcorfNo
82,Keisha & Becky - Remix,RussMB,80636,2019-11-25,gb,5wIjM4q7oIgiLqn8Qfoyxh
83,Home P*ssy,D-Block Europe,79704,2019-11-25,gb,0m0F4N1H65Pvb9FMnISgB2
84,Tell Me,Krept & Konan,78808,2019-11-25,gb,3GDPQVjCQj1WyJGJhAj53E
85,Yellow Hearts,Ant Saunders,78567,2019-11-25,gb,2W4yABdLc4Jnds67Poi5Nl
86,Thiago Silva,Dave,77591,2019-11-25,gb,3DKCTIiJ97bS9TGiqcABjo
87,Trampoline (with ZAYN),SHAED,76627,2019-11-25,gb,1iQDltZqI7BXnHrFy4Qo1k
88,No Guidance (feat. Drake),Chris Brown,76147,2019-11-25,gb,6XHVuErjQ4XNm6nDPVCxVX
89,Bandit (with YoungBoy Never Broke Again),Juice WRLD,75779,2019-11-25,gb,6Gg1gjgKi2AK4e0qzsR7sd
90,Piece Of Your Heart,MEDUZA,75016,2019-11-25,gb,1DFD5Fotzgn6yYXkYsKiGs
91,Love Me Again (with Jess Glynne),RAYE,74894,2019-11-25,gb,359R03sj5qiwy4j0TqvLog
92,Can’t Fight This Feeling,Bastille,72877,2019-11-25,gb,6lYNtepnbJVzR0tAxj2lW7
93,Mistletoe,Justin Bieber,71213,2019-11-25,gb,7xapw9Oy21WpfEcib2ErSA
94,It's the Most Wonderful Time of the Year,Andy Williams,70029,2019-11-25,gb,5hslUAKq9I9CG2bAulFkHN
95,Thumb,M Huncho,69784,2019-11-25,gb,3uAN7G71iZl9zN8uxMRpKO
96,Lalala,Y2K,69667,2019-11-25,gb,51Fjme0JiitpyXKuyQiCDo
97,Cash Train (feat. Not3s & Blade Brown),GRM Daily,69120,2019-11-25,gb,3nacJ5sdpq7WyBxtJm1A3w
98,when the party's over,Billie Eilish,68829,2019-11-25,gb,43zdsphuZLzwA9k4DJhU0I
99,Shallow,Lady Gaga,68436,2019-11-25,gb,2VxeLyX666F8uXCJ0dZF8B
100,Mean It,Lauv,67540,2019-11-25,gb,3GRSqlALWISqLeNncZMbpX
101,Take What You Want (feat. Ozzy Osbourne & Travis Scott),Post Malone,66867,2019-11-25,gb,7CZyCXKG6d5ALeq41sLzbw
102,Funky Friday,Dave,66861,2019-11-25,gb,01IQ4aQgOf0Kkq3a273hmO
103,Options,NSG,66513,2019-11-25,gb,2cytBOLpwFRX7J9URCrFIe
104,Graveyard,Halsey,66290,2019-11-25,gb,6V9fHiv84WlVTg7CSnIVY2
105,lovely (with Khalid),Billie Eilish,65389,2019-11-25,gb,0u2P5u6lvoDfwTYjAADbn4
106,Money In The Grave (Drake ft. Rick Ross),Drake,65014,2019-11-25,gb,5ry2OE6R2zPQFDO85XkgRb
107,Merry Christmas Everyone,Shakin' Stevens,64648,2019-11-25,gb,4rRIovg4TvxLUiUrpGI6lE
108,Tongue Tied (with YUNGBLUD & blackbear),Marshmello,64490,2019-11-25,gb,7jzldCBnJjpJM3epzJ85KE
109,Show Yourself,Idina Menzel,64417,2019-11-25,gb,50WeOnXhM1H7AZEeIDoWfZ
110,F.N,Lil Tjay,64349,2019-11-25,gb,0RLLvYBopDwooCyvnTwgYu
111,G Love,Krept & Konan,64270,2019-11-25,gb,2uuAE79hwuYDzEI20wDRpy
112,"fuck, i'm lonely (with Anne-Marie) - from “13 Reasons Why: Season 3”",Lauv,64174,2019-11-25,gb,4wopYJ5wpYOM6ogm2Jugnw
113,Kiss and Tell,AJ Tracey,63993,2019-11-25,gb,29Y1hEc0NSxvFylHFV8W9e
114,Good as Hell,Lizzo,63484,2019-11-25,gb,3Yh9lZcWyKrK9GjbhuS0hR
115,Fashion Week (feat. AJ Tracey & MoStack),Steel Banglez,63342,2019-11-25,gb,78KyOmqWmqLkQcXO1cA7MO
116,Panini,Lil Nas X,63032,2019-11-25,gb,1000nHvUdawXuUHgBod4Wv
117,Underneath the Tree,Kelly Clarkson,62978,2019-11-25,gb,3nAp4IvdMPPWEH9uuXFFV5
118,The Last Time,The Script,62738,2019-11-25,gb,600oiqLkQIJ85HvQGIQWvO
119,Driving Home for Christmas - 2019 Remaster,Chris Rea,62640,2019-11-25,gb,27qAMKrDdKEs8HDXcvR24R
120,Playing Games (with Bryson Tiller) - Extended Version,Summer Walker,61714,2019-11-25,gb,2xyx0o4xNOLLjBSbOOdcbA
121,Sweet but Psycho,Ava Max,61173,2019-11-25,gb,25sgk305KZfyuqVBQIahim
122,Jingle Bell Rock,Bobby Helms,60929,2019-11-25,gb,3hBXvHLlTHvnbwrPbeoyAj
123,Shotgun,George Ezra,60351,2019-11-25,gb,4ofwffwvvnbSkrMSCKQDaC
124,Wiley Flow,Stormzy,60131,2019-11-25,gb,1Iv4wC88uxeAF7SmQQGx3X
125,223's (feat. 9lokknine),YNW Melly,59868,2019-11-25,gb,4sjiIpEv617LDXaidKioOI
126,Old Town Road - Remix,Lil Nas X,59864,2019-11-25,gb,2YpeDb67231RjR0MgVLzsG
127,Holly Jolly Christmas,Michael Bublé,59749,2019-11-25,gb,6tjituizSxwSmBB5vtgHZE
128,Candy,Doja Cat,59420,2019-11-25,gb,1VJwtWR6z7SpZRwipI12be
129,Into the Unknown - Panic! At The Disco Version,Panic! At The Disco,59185,2019-11-25,gb,421eObjg0DTm2qajJl5OJm
130,Woah,Lil Baby,59051,2019-11-25,gb,598yNsG1JFrGd4n2kMoz7F
131,Wow.,Post Malone,58155,2019-11-25,gb,7xQAfvXzm3AkraOtGPWIZg
132,One,Lewis Capaldi,57909,2019-11-25,gb,5C1TucCRf4Vjjree1OItyv
133,Eastside (with Halsey & Khalid),benny blanco,57802,2019-11-25,gb,7FGq80cy8juXBCD2nrqdWU
134,Say You Won't Let Go,James Arthur,57749,2019-11-25,gb,5uCax9HTNlzGybIStD3vDh
135,Lover (Remix) [feat. Shawn Mendes],Taylor Swift,57721,2019-11-25,gb,3i9UVldZOE0aD0JnyfAZZ0
136,Link Up - Geko x Stefflon Don x Deno x Dappy,Geko,57238,2019-11-25,gb,1x7oxSp01uKwWT7ljXJADW
137,Wonderwall - Remastered,Oasis,57099,2019-11-25,gb,5qqabIl2vWzo9ApSC317sa
138,Happy Xmas (War Is Over) - Remastered,John Lennon,57029,2019-11-25,gb,3zJw3rugfpVrmBeDDnUYzy
139,Motivation,Normani,57015,2019-11-25,gb,0rIAC4PXANcKmitJfoqmVm
140,Bohemian Rhapsody - Remastered 2011,Queen,56822,2019-11-25,gb,4u7EnebtmKWzUH433cf5Qv
141,Step Into Christmas,Elton John,56678,2019-11-25,gb,6sBWmE23q6xQHlnEZ8jYPT
142,BOP,DaBaby,56508,2019-11-25,gb,6Ozh9Ok6h4Oi1wUSLtBseN
143,Don't Call Me Up,Mabel,56344,2019-11-25,gb,5WHTFyqSii0lmT9R21abT8
144,Quite Miss Home,James Arthur,56017,2019-11-25,gb,2deFH5zveEBEUuURpqTN3C
145,Castles,Freya Ridings,55537,2019-11-25,gb,5tZWtGT65sMrDVPB5H444n
146,Outside,D-Block Europe,55445,2019-11-25,gb,3rCOBAs3ZykwJlltmyD3nW
147,One More Sleep,Leona Lewis,55144,2019-11-25,gb,78pn8k7RogKo2oxl0DyX6d
148,Hot (Remix) [feat. Gunna and Travis Scott],Young Thug,54461,2019-11-25,gb,56AMYGJzxBO6p8v0wEe9de
149,Wonderful Christmastime [Edited Version] - Remastered 2011 / Edited Version,Paul McCartney,54257,2019-11-25,gb,7Lbxvt42JsNSKVCaN63qhD
150,Used To Love (with Dean Lewis),Martin Garrix,54143,2019-11-25,gb,7pWK1kMgHy5lNNiIfuRbkP
151,Guten Tag,Hardy Caprio,54133,2019-11-25,gb,0SErNy2An0gCpYFRUNWwNT
152,SICKO MODE,Travis Scott,54126,2019-11-25,gb,2xLMifQCjDGFmkHkpNLD9h
153,The London (feat. J. Cole & Travis Scott),Young Thug,54016,2019-11-25,gb,3s4mrPrEFFPF0LmAfutW0n
154,Trust Issues,NSG,53982,2019-11-25,gb,2cgELeRnPeDFuGrY96Lj6m
155,Kitchen Kings,D-Block Europe,53846,2019-11-25,gb,1RJHieKAxYz9qbREvOR5eA
156,Forever,Lewis Capaldi,53814,2019-11-25,gb,12OLyHDxt6dqlAybSPFBK3
157,July,Noah Cyrus,53766,2019-11-25,gb,5a6pdCHlWS2ekOOQ70QnAr
158,Champion Of The World,Coldplay,53705,2019-11-25,gb,6mf7BNgXs8JipPr2QILnyN
159,Happier,Marshmello,53631,2019-11-25,gb,2dpaYNEQHiRxtZbfNsse99
160,Change,Alz X 38,53432,2019-11-25,gb,7zXa0myk5r5ex9QfXbjqhY
161,7 rings,Ariana Grande,53335,2019-11-25,gb,6ocbgoVGwYJhOv1GgI9NsF
162,Lucid Dreams,Juice WRLD,53309,2019-11-25,gb,285pBltuF7vW8TeWk8hdRR
163,Be Alright,Dean Lewis,53032,2019-11-25,gb,5qrSlOut2rNAWv3ubArkNy
164,Mad Love,Mabel,52933,2019-11-25,gb,0bfWT3AgM7ZTuqesJvRP6H
165,Butterflies (feat. Not3s),AJ Tracey,52821,2019-11-25,gb,4hGsbyf3p0U5mlJTJwiUTq
166,Disaster (feat. J Hus),Dave,52222,2019-11-25,gb,3rqmxZNh2BRgJ3BiCPFTSG
167,when the party's over - Recorded at Spotify Studios NYC,Lewis Capaldi,52057,2019-11-25,gb,6H7fWtwEUHVfTyZD7zeG4w
168,Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey),Ariana Grande,51698,2019-11-25,gb,6zegtH6XXd2PDPLvy1Y0n2
169,Crown,Stormzy,51563,2019-11-25,gb,1hxE8xAp7CrBsdpiRpiWFy
170,rockstar (feat. 21 Savage),Post Malone,51538,2019-11-25,gb,0e7ipj03S05BNilyu5bRzt
171,Stuck In A Dream (feat. Gunna),Lil Mosey,51197,2019-11-25,gb,7iHHxY2NLlJRAmlAmC4ahQ
172,"thank u, next",Ariana Grande,51146,2019-11-25,gb,3e9HZxeyfWwjeyPAMmWSSQ
173,I Feel Love,Sam Smith,50976,2019-11-25,gb,29MOOOmMRPeWyPwKQFoF5t
174,Just You and I,Tom Walker,50789,2019-11-25,gb,03x2rVJRFUrvwlfxoHd9Mo
175,Sucker,Jonas Brothers,50723,2019-11-25,gb,22vgEDb5hykfaTwLuskFGD
176,Hate Me (with Juice WRLD),Ellie Goulding,50461,2019-11-25,gb,6kls8cSlUyHW2BUOkDJIZE
177,Harder (with Bebe Rexha),Jax Jones,50326,2019-11-25,gb,5RgBnDtHKFHgtVdqabjGE3
178,bury a friend,Billie Eilish,50300,2019-11-25,gb,4SSnFejRGlZikf02HLewEF
179,Riptide,Vance Joy,50134,2019-11-25,gb,7yq4Qj7cqayVTp3FF9CWbm
180,boyfriend (with Social House),Ariana Grande,49846,2019-11-25,gb,0Ryd8975WihbObpp5cPW1t
181,Mocking It,JAY1,49641,2019-11-25,gb,2hN5zu0d36ccHGHINeo1Mg
182,High Hopes,Panic! At The Disco,49519,2019-11-25,gb,1rqqCSm0Qe4I9rUvWncaom
183,Trigger,Major Lazer,49360,2019-11-25,gb,0Z26mbSHJ1dkUu7g9DDgif
184,The Less I Know The Better,Tame Impala,49355,2019-11-25,gb,6K4t31amVTZDgR3sKmwUJJ
185,6 Kiss,Trippie Redd,49103,2019-11-25,gb,7tgjDlQsMR8RvkdlNCJA58
186,Hypersonic Missiles,Sam Fender,48601,2019-11-25,gb,6CltzquypraYIlWFp48m1O
187,Love Me,Lil Tecca,48525,2019-11-25,gb,4e0FYxSROat25pH16zMTZI
188,2002,Anne-Marie,48386,2019-11-25,gb,2BgEsaKNfHUdlh97KmvFyo
189,Hollywood,Lewis Capaldi,48008,2019-11-25,gb,5uGjeXi3epIE8N2ITkxIQ5
190,Don't Stop Me Now - Remastered,Queen,47634,2019-11-25,gb,5T8EDUDqKcs6OSOwEsfqG7
191,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,47588,2019-11-25,gb,4kKdvXD0ez7jp1296JmAts
192,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,47075,2019-11-25,gb,1wJRveJZLSb1rjhnUHQiv6
193,Nookie,D-Block Europe,47024,2019-11-25,gb,2RGlyOU1kkBgBDB0GIy2vm
194,Better Now,Post Malone,47007,2019-11-25,gb,7dt6x5M1jzdTEt8oCbisTK
195,"Rocket Man (I Think It's Going To Be A Long, Long Time)",Elton John,46955,2019-11-25,gb,3gdewACMIVMEWVbyb8O9sY
196,Sleigh Ride,The Ronettes,46866,2019-11-25,gb,1ODZGydlown4VesUP8HLJX
197,Dancing On My Own,Calum Scott,46833,2019-11-25,gb,2BOqDYLOJBiMOXShCV1neZ
198,Some Things Never Change,Kristen Bell,46650,2019-11-25,gb,4Xbotg4PCLJw9cDx2dtZLK
199,You Need To Calm Down,Taylor Swift,46512,2019-11-25,gb,6RRNNciQGZEXnqk8SQ9yv5
200,Everywhere - 2017 Remaster,Fleetwood Mac,46456,2019-11-25,gb,254bXAqt3zP6P50BdQvEsq
1,Dance Monkey,Tones and I,529524,2019-11-24,gb,1rgnBhdG2JDFTbYkYRZAku
2,Before You Go,Lewis Capaldi,501835,2019-11-24,gb,2gMXnyrvIjhVBUZwvLZDMP
3,Don't Start Now,Dua Lipa,356056,2019-11-24,gb,6WrI0LAC5M1Rw2MnX2ZvEg
4,Own It (feat. Ed Sheeran & Burna Boy),Stormzy,348739,2019-11-24,gb,07s9NNOT0sZQp7TyolLLgu
5,ROXANNE,Arizona Zervas,316474,2019-11-24,gb,696DnlkuDOXcMAnKlTgXXK
6,everything i wanted,Billie Eilish,262220,2019-11-24,gb,3ZCTVFBt2Brf31RLEnCkWJ
7,Ride It,Regard,253803,2019-11-24,gb,2tnVG71enUj33Ic2nFN6kZ
8,Someone You Loved,Lewis Capaldi,250209,2019-11-24,gb,7qEHsqek33rTcFNT9PFqLf
9,Circles,Post Malone,236632,2019-11-24,gb,21jGcNKet2qwijlDFuPiPb
10,South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,224504,2019-11-24,gb,4vUmTMuQqjdnvlZmAH61Qk
11,Lose Control,MEDUZA,223157,2019-11-24,gb,7CHi4DtfK4heMlQaudCuHK
12,hot girl bummer,blackbear,220963,2019-11-24,gb,7aiClxsDWFRQ0Kzk5KI5ku
13,All I Want for Christmas Is You,Mariah Carey,218612,2019-11-24,gb,0bYg9bo50gSsH3LtXe2SQn
14,"Down Like That (feat. Rick Ross, Lil Baby & S-X)",KSI,218023,2019-11-24,gb,4etKC4ngPKsQDHUMnYgV3A
15,Bruises,Lewis Capaldi,217636,2019-11-24,gb,4Of7rzpRpV1mWRbhp5rAqG
16,Lights Up,Harry Styles,215042,2019-11-24,gb,2plLJpUcYPFrl1sW2pMG63
17,Memories,Maroon 5,214846,2019-11-24,gb,2b8fOow8UzyDFAE27YhOZM
18,Last Christmas,Wham!,192363,2019-11-24,gb,2FRnf9qhLbvw8fu4IBXx78
19,Professor X,Dave,184413,2019-11-24,gb,5wfyoR8XOkw45QRtFOoxyi
20,Lose You To Love Me,Selena Gomez,183816,2019-11-24,gb,1HfMVBKM75vxSfsQ5VefZ5
21,Turn Me On (feat. Vula),Riton,174448,2019-11-24,gb,0qaWEvPkts34WF68r8Dzx9
22,HIGHEST IN THE ROOM,Travis Scott,170693,2019-11-24,gb,3eekarcy7kvN4yt5ZFzltW
23,Must Be,J Hus,165268,2019-11-24,gb,2n1oPHJVMPWJkjgHwVcksY
24,Netflix & Chill,Fredo,160943,2019-11-24,gb,31m40qBxoj4iMSnQLkq8nP
25,New Dior,DigDat,158113,2019-11-24,gb,4aRRxKxJbvIEjXWXB0l3w7
26,Buss Down (feat. ZieZie),Aitch,155607,2019-11-24,gb,584UC3Qpm8SbYd7aRWKREu
27,Ladbroke Grove,AJ Tracey,150665,2019-11-24,gb,7b4ky1LlQLFhXHmhZkFgqV
28,Taste (Make It Shake),Aitch,149196,2019-11-24,gb,1xPpYbCaJWonL7IFXPDjON
29,Be Honest,Jorja Smith,148905,2019-11-24,gb,3IWs9dAwTqN0EFhOIcBDfs
30,Watermelon Sugar,Harry Styles,148501,2019-11-24,gb,1e9oZCCiX42nJl0AcqriVo
31,Nice To Meet Ya,Niall Horan,142083,2019-11-24,gb,3cphb8kdsjElYR7r5icK3H
32,Strike a Pose (feat. Aitch),Young T & Bugsey,137161,2019-11-24,gb,23GvTfcGK454ppLsts3W44
33,Liar,Camila Cabello,136892,2019-11-24,gb,7LzouaWGFCy4tkXDOOnEyM
34,Good as Hell (feat. Ariana Grande) - Remix,Lizzo,136677,2019-11-24,gb,07Oz5StQ7GRoygNLaXs2pd
35,Beautiful People (feat. Khalid),Ed Sheeran,129988,2019-11-24,gb,70eFcWOvlMObDhURTqT4Fv
36,Santa Tell Me,Ariana Grande,125880,2019-11-24,gb,0lizgQ7Qw35od7CYaoMBZb
37,This Is Real (ft. Ella Henderson),Jax Jones,125677,2019-11-24,gb,1pRShUtGOG6ZP5fsnw9G4h
38,Pump It Up,Endor,125167,2019-11-24,gb,0GiwV6v3AgJfdu59tj719Y
39,Don't Rush (feat. Headie One),Young T & Bugsey,125137,2019-11-24,gb,0PXukVbYpvz40KcEFKnIw7
40,Outnumbered,Dermot Kennedy,122194,2019-11-24,gb,4Ta3PhWmY50ZLU1uhKFKPE
41,Señorita,Shawn Mendes,120977,2019-11-24,gb,6v3KW9xbzN5yKLt9YKDYA2
42,Follow God,Kanye West,119658,2019-11-24,gb,2QpGZOhTCHHiKmpSO9FW4h
43,Sorry,Joel Corry,119303,2019-11-24,gb,6y1UtRcHQU07aUs3oxZ8Yn
44,It's Beginning to Look a Lot like Christmas,Michael Bublé,119082,2019-11-24,gb,0lLdorYw7lVrJydTINhWdI
45,bad guy,Billie Eilish,118805,2019-11-24,gb,2Fxmhks0bxGSBdJ92vM42m
46,Location (feat. Burna Boy),Dave,118688,2019-11-24,gb,3z4CGd63tpUn9a6oQSG0CI
47,Hold Me While You Wait,Lewis Capaldi,118414,2019-11-24,gb,60iSKGrGazRzICtMjADNSM
48,Orphans,Coldplay,118230,2019-11-24,gb,03T4ttRCiLXST6MZjeMwmR
49,Rockin' Around The Christmas Tree,Brenda Lee,117200,2019-11-24,gb,2EjXfH91m7f8HiJN1yQg97
50,Ransom,Lil Tecca,114904,2019-11-24,gb,1lOe9qE0vR9zwWQAOk6CoO
51,3 Nights,Dominic Fike,113896,2019-11-24,gb,1tNJrcVe6gwLEiZCtprs1u
52,Opp Thot,Poundz,113584,2019-11-24,gb,4VRE2Ler8le7DUymvKepY1
53,Falling,Trevor Daniel,113157,2019-11-24,gb,4TnjEaWOeW0eKTKIEvJyCa
54,Paper Cuts,Dave,111496,2019-11-24,gb,1gFMfqyVSXHMgvRloH2gDL
55,God Is A Dancer (with Mabel),Tiësto,109074,2019-11-24,gb,6fenHIxXuuzKB55wY4WCHP
56,I Don't Care (with Justin Bieber),Ed Sheeran,105610,2019-11-24,gb,0hVXuCcriWRGvwMV1r5Yn9
57,Gangsta,Darkoo,105329,2019-11-24,gb,0KzhyaVtr2v4J9GVdMgCk0
58,Fairytale of New York (feat. Kirsty MacColl),The Pogues,104056,2019-11-24,gb,3VTNVsTTu05dmTsVFrmGpK
59,Take Me Back to London (feat. Stormzy),Ed Sheeran,103829,2019-11-24,gb,1AI7UPw3fgwAFkvAlZWhE0
60,Do They Know It's Christmas? - 1984 Version,Band Aid,103789,2019-11-24,gb,0247StOpd3AkeBQzANX4Zf
61,French Kisses (feat. Aitch),ZieZie,103292,2019-11-24,gb,2jTBEuS8P9ZqVos9zecRzl
62,Loyal (feat. Drake),PARTYNEXTDOOR,99196,2019-11-24,gb,5bvnqVuq7UFl0txSlHpsfS
63,Higher Love,Kygo,97233,2019-11-24,gb,6oJ6le65B3SEqPwMRNXWjY
64,Vossi Bop,Stormzy,96362,2019-11-24,gb,44ZJ4hLD5onikKsVLQaILr
65,Into the Unknown,Idina Menzel,95964,2019-11-24,gb,3Z0oQ8r78OUaHvGPiDBR3W
66,It's the Most Wonderful Time of the Year,Andy Williams,93934,2019-11-24,gb,5hslUAKq9I9CG2bAulFkHN
67,Better Half of Me,Tom Walker,89344,2019-11-24,gb,4VPlKUSjC9HdZdUbFZ0Y5y
68,Both,Headie One,88948,2019-11-24,gb,0SxjNrhMwarsbcgEy0pavJ
69,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,88675,2019-11-24,gb,0RiRZpuVRbi7oqRdSMwhQY
70,Mistletoe,Justin Bieber,87865,2019-11-24,gb,7xapw9Oy21WpfEcib2ErSA
71,"10,000 Hours (with Justin Bieber)",Dan + Shay,86105,2019-11-24,gb,2wrJq5XKLnmhRXHIAf9xBa
72,So High (feat. Fredo),MIST,85637,2019-11-24,gb,5aubXDnDNVKA5pS7EnR0mp
73,Jerry Sprunger (with T-Pain),Tory Lanez,84375,2019-11-24,gb,6JsHgIkMYHcbNtKfsal2Mg
74,How Do You Sleep?,Sam Smith,83901,2019-11-24,gb,6b2RcmUt1g9N9mQ3CbjX2Y
75,Mr. Brightside,The Killers,82470,2019-11-24,gb,7d8GetOsjbxYnlo6Y9e5Kw
76,Holly Jolly Christmas,Michael Bublé,82357,2019-11-24,gb,6tjituizSxwSmBB5vtgHZE
77,Grace,Lewis Capaldi,81870,2019-11-24,gb,0pEkK8MqbmGSX7fT8WLMbR
78,Jingle Bell Rock,Bobby Helms,81351,2019-11-24,gb,3hBXvHLlTHvnbwrPbeoyAj
