Position,Track Name,Artist,Streams,date,region,id
107,Cicatrices (feat. Indara),Sergio Contreras,43765,2019-11-24,es,17nYNma8AncLFqOBk6tu6m
108,Milionària,ROSALÍA,43524,2019-11-24,es,2K3bjojp1sCLdMMoO5lJ2p
109,Te echo de menos,Beret,42746,2019-11-24,es,1YgPkZ6GOwajDveEsuy3uH
110,DOSIS,Dvicio,42178,2019-11-24,es,0cDumxvNKhydP1Cmon2S6E
111,Beautiful People (feat. Khalid),Ed Sheeran,42101,2019-11-24,es,70eFcWOvlMObDhURTqT4Fv
112,Kemba Walker,Eladio Carrion,41970,2019-11-24,es,38kLHBjtWJaPXcyFhwRVtI
113,Déjate Querer,Lalo Ebratt,41871,2019-11-24,es,3mN2DtljBhnrIpc3Nu2pJ8
114,Perreo en La Luna,Rich Music LTD,41737,2019-11-24,es,0RDgqtvOHLwcI6yz9bjsZV
115,Con La Miel En Los Labios,Aitana,41242,2019-11-24,es,2QJcrJNa4KGxQ6bw0MH3Zx
116,Enchochado de Ti,Don Patricio,40578,2019-11-24,es,6G8TNOdTBpBPmDdJAvoVhA
117,Uniforme,Rich Music LTD,40448,2019-11-24,es,0wMs7DPFOnToNAoecvAFQc
118,5 Sentidos,Dvicio,39789,2019-11-24,es,7chjOPhoxbpRYSrO1rvdnu
119,Loco,Beéle,39647,2019-11-24,es,2J9B63FawlTaPdg4eH5X03
120,Fuego,Estopa,39172,2019-11-24,es,5Aax4WuBCyiVp4NDB3lg5j
121,Soldadito marinero,Fito y Fitipaldis,39075,2019-11-24,es,0eVborSuxUeSg0meWYd9dZ
122,LA LATINA,Rels B,38943,2019-11-24,es,0FqT9GmM94Zd0WreIvOFwB
123,DOLLAR,Becky G,38921,2019-11-24,es,2uhMYJq2TODWBuZhHRrdWy
124,No Te Preocupes por Mi,Leiva,38856,2019-11-24,es,7hv7synVPhVu30Ex2amJQc
125,Cuaderno,Dalex,38671,2019-11-24,es,7anSoGdgtmJTAPZBzcPhO6
126,Verte Ir,DJ Luian,38530,2019-11-24,es,4lzxJ4jCuFDXXGkE1LmpKR
127,Me mata,Beret,38522,2019-11-24,es,4nkqwaMRa1mLvTaOSyYkx2
128,Cristina (feat. Shelow Shaq),Maffio,38314,2019-11-24,es,2egI1hFZDAYrkCgtepoore
129,Adan y Eva,Paulo Londra,38090,2019-11-24,es,132ALUzVLmqYB4UsBj5qD6
130,Vas A Quedarte,Aitana,38089,2019-11-24,es,0fwIHsKXNEcb57u2um7z9I
131,Lalala,Y2K,37632,2019-11-24,es,51Fjme0JiitpyXKuyQiCDo
132,A Dónde Vamos,Morat,37573,2019-11-24,es,671sG3ETDxC3L6qcGIrHRM
133,No Te Veo - Remix,Casper Magico,37556,2019-11-24,es,0stKSegkdrfLTDvm5sIO38
134,Cicatrices,Natos y Waor,37553,2019-11-24,es,19OsDvOm2hw28Bqg7wo4Ox
135,HIGHEST IN THE ROOM,Travis Scott,37202,2019-11-24,es,3eekarcy7kvN4yt5ZFzltW
136,Como Si Fueras a Morir Mañana,Leiva,36935,2019-11-24,es,4aAfLSx9IthpC3Pw5pNk3E
137,Fantasias - Unplugged,Rauw Alejandro,36900,2019-11-24,es,6qqd7DGn2VXzxsR4k3Ycun
138,Tal Vez,Paulo Londra,36875,2019-11-24,es,5jW3rF4URMdK7tO2xjS5EI
139,Liar,Camila Cabello,36849,2019-11-24,es,7LzouaWGFCy4tkXDOOnEyM
140,Te esperaré toda la vida,Dani Fernández,36736,2019-11-24,es,6MCPhEshiLRXgdFKqvr478
141,Imaginaste - Remix,Jhay Cortez,36689,2019-11-24,es,56BAJvpaWgvr6C4wmc37iU
142,Otro Trago,Sech,36504,2019-11-24,es,1Ej96GIBCTvgH7tNX1r3qr
143,Bonita,Juanes,36365,2019-11-24,es,3ewwb5s3WHYqEdkBnwKlTS
144,How Do You Sleep?,Sam Smith,36309,2019-11-24,es,6b2RcmUt1g9N9mQ3CbjX2Y
145,La Mentira,Dani Martín,36240,2019-11-24,es,21by4HhbV3w4uUNrotR02z
146,"John C: Bzrp Music Sessions, Vol. 18",Bizarrap,36205,2019-11-24,es,08ilexedmUuccTWTeK7Dvb
147,"Trueno: Bzrp Freestyle Sessions, Vol. 6",Bizarrap,36058,2019-11-24,es,4jTKJOFxaqEcm558JYi4Dh
148,Swing,Danny Ocean,35833,2019-11-24,es,4DbhxwlkhTbCTqlZptxmI6
149,Shallow,Lady Gaga,35584,2019-11-24,es,2VxeLyX666F8uXCJ0dZF8B
150,HP,Maluma,35395,2019-11-24,es,1LIqNVhaIgxXUt2eVoIQJ3
151,La Playa,Myke Towers,35373,2019-11-24,es,0jeS8PyyIRAG0A3t5DtL71
152,Superpoderes,Leiva,35103,2019-11-24,es,3by1RwAsoZ6nNoMOCy11LM
153,Princesas,Pereza,34997,2019-11-24,es,3hlWUNjAlbZ6nOjAbrivBv
154,MALAMENTE - Cap.1: Augurio,ROSALÍA,34830,2019-11-24,es,1B0BQaSRHxhI0AUlItY3LK
155,Ella Quiere Beber - Remix,Anuel AA,34759,2019-11-24,es,3f5lA8nnc4YYF1qf78WpHw
156,La placita,Delaossa,34489,2019-11-24,es,3oKbWYE8Ww0NYqx6DjESFy
157,nana triste,Natalia Lacunza,34447,2019-11-24,es,721Lxh9pNJJhNERON4Zjmw
158,Un Año,Sebastian Yatra,34253,2019-11-24,es,2vrpcQNg6itmgVZWsNjWe0
159,Nadie (feat. Sech & Sharo Towers) - Remix,Farruko,33903,2019-11-24,es,6pNjmMB8FTMEcqGSgs7Mji
160,CANGURO,WOS,33805,2019-11-24,es,2UAWYufVaO3EnUUNzl0ppO
161,Mírame - Remix,Nio Garcia,33761,2019-11-24,es,53uKGbcMjEc2gIWbfmvpdS
162,Pa Mí - Remix,Dalex,33446,2019-11-24,es,7g8YaUQABMal0zWe7a2ijz
163,Ellos,Ceky Viciny,33257,2019-11-24,es,7bDboJVS7UlQBZj8lsvz2g
164,Mi Persona Favorita,Alejandro Sanz,32877,2019-11-24,es,1O4dGIPUXUanseRdv4fNzw
165,Dispuestos a morir,Natos y Waor,32854,2019-11-24,es,1d1N1JZfKYI0Pj5TXzs4vy
166,Vuelve,Sebastian Yatra,32221,2019-11-24,es,3wGRfBDRNQb0nFDFrUPvq6
167,Inocente,Myke Towers,32216,2019-11-24,es,07eET3PAzpSz5CLE4wGgN5
168,Oye,TINI,31872,2019-11-24,es,09nSCeCs6eYfAIJVfye1CE
169,Date La Vuelta,Luis Fonsi,31781,2019-11-24,es,5lwVd35Zg6DJ4qibVMq99H
170,Guantanamera,Guitarricadelafuente,31775,2019-11-24,es,0OGwGIp2WLU3jOC2xRq3id
171,Profesores,Morad,31636,2019-11-24,es,3mZFOjJplVA5PTU5zmymZB
172,Que Mas Pues - Remix,Sech,31622,2019-11-24,es,7fODjB7BrQTGqh0hogW6XD
173,Runaway,Sebastian Yatra,31568,2019-11-24,es,7BuSE9uTIw931wtZYzvZcQ
174,"¿CÓMO TE VA, QUERIDA?",Rels B,31552,2019-11-24,es,2p89F5HPntIfuJ1SnuPoeK
175,Ojalá,Beret,31412,2019-11-24,es,75KrTLbcLWgCcldZGxZR12
176,Santa María (Feat. Busy Signal),Bad Gyal,31292,2019-11-24,es,4R0sTxCaskwCPbzkfXHfWg
177,Rasta Barbie (Remix),Gigolo Y La Exce,31116,2019-11-24,es,64kNRze29YqCFzFEpQCaHQ
178,Rebota - Remix,Guaynaa,31078,2019-11-24,es,3dWpRjCmaHbroNahuSeX11
179,Un Planeta Llamado Nosotros,Maldita Nerea,31075,2019-11-24,es,4r65XDXpFbFgds3lDIf0EP
180,Cristina,Sebastian Yatra,31027,2019-11-24,es,703iVQrfbQsXt7Uzgy1h8k
181,Aleluya,Reik,30993,2019-11-24,es,23CsjGOYDQiJpX44BSn9TM
182,Mi Error - Remix,Eladio Carrion,30910,2019-11-24,es,0lbhKycRyqkOMKZ6thzfU4
183,Cuando Nadie Ve,Morat,30857,2019-11-24,es,71iAechwVKGu26pahzFL0k
184,Prisma,Beret,30483,2019-11-24,es,2gPhe3c43KG27IcR7D0A1m
185,Déjala Que Baile,Melendi,30448,2019-11-24,es,2KK9N6iBAisA0booTu3bGd
186,Bohemian Rhapsody - Remastered 2011,Queen,30373,2019-11-24,es,4u7EnebtmKWzUH433cf5Qv
187,Pikete Italiano,KvndySwing,30219,2019-11-24,es,7DeWChs7uIADAfwmdrUFPh
188,Como Camarón,Estopa,29774,2019-11-24,es,1VB4sadHjFcFklHcZuoROi
189,Antes de Morirme (feat. Rosalía),C. Tangana,29728,2019-11-24,es,7aFBy1CBLGnZE1Iv6TvEZE
190,蓝 - Cuéntamelo,DELLAFUENTE,29534,2019-11-24,es,0KZ20aWdLNSfnm5wnUYY53
191,Te Soñé De Nuevo,Ozuna,29395,2019-11-24,es,5s8LepdwU0THzpd0M7nLsa
192,Piropo,Noriel,29303,2019-11-24,es,5YrjfKuFd0pMmYTGeRDV6X
193,Orphans,Coldplay,29264,2019-11-24,es,03T4ttRCiLXST6MZjeMwmR
194,Contra La Pared,Sean Paul,28992,2019-11-24,es,37eGbhE1xVFSvcKkqGb6i1
195,Sin Pijama,Becky G,28653,2019-11-24,es,62vDrkBEyJYEOFj1ScBqM7
196,Baila Baila Baila - Remix,Ozuna,28604,2019-11-24,es,7mWFF4gPADjTQjC97CgFVt
197,Ransom,Lil Tecca,28551,2019-11-24,es,1lOe9qE0vR9zwWQAOk6CoO
198,Besos En Guerra,Morat,28416,2019-11-24,es,1mlGScrDQqHqmhdIqE8MmA
199,Amanece,Anuel AA,28012,2019-11-24,es,1LiN0Z98FkR1t0m8KmLcAH
200,Lo siento (feat. Sofía Reyes),Beret,27924,2019-11-24,es,6mvhi5xZsGJeWyf1uyiW0r
1,Alocao (With Bad Gyal),Omar Montes,503273,2019-11-23,es,6RyuoOJXNzlVWpfC5xQyeI
2,Vete,Bad Bunny,374831,2019-11-23,es,5DxXgozhkPLgrbKFY91w0c
3,RITMO (Bad Boys For Life),The Black Eyed Peas,344502,2019-11-23,es,6cy3ki60hLwimwIje7tALf
4,Aventura,Lunay,307210,2019-11-23,es,37zdqI4r1gswIzczSBkRon
5,Tusa,KAROL G,304924,2019-11-23,es,7k4t7uLgtOxPwTpFmtJNTY
6,China,Anuel AA,288597,2019-11-23,es,2ksOAxtIxY8yElEWw8RhgK
7,Whine Up,Nicky Jam,285570,2019-11-23,es,2pWOMNQJW3g2zmGjP0Vkb0
8,Indeciso,Reik,278405,2019-11-23,es,59s0s39NFWScuHDbHytI14
9,Si por mi fuera,Beret,273149,2019-11-23,es,3W87IIdSOE63W0Qyhy7r2b
10,Fantasias,Rauw Alejandro,252987,2019-11-23,es,6mAN61JH0dzyZpWslS11jy
11,Dance Monkey,Tones and I,241074,2019-11-23,es,1rgnBhdG2JDFTbYkYRZAku
12,Rueda,Chimbala,228255,2019-11-23,es,71NGDQ9vSPXm55pyWeAxKK
13,Adicto (with Anuel AA & Ozuna),Tainy,224047,2019-11-23,es,3jbT1Y5MoPwEIpZndDDwVq
14,"Yo x Ti, Tu x Mi",ROSALÍA,207579,2019-11-23,es,7BlBVFwvbWvcwNcUarQmjk
15,Te Quemaste,Manuel Turizo,202871,2019-11-23,es,4fj7e6Tc48Bmomwyz2Z2XC
16,Si Te Vas,Sech,199034,2019-11-23,es,6Y4PDQv4XjYjHLeLmvyOt0
17,Gan-Ga - Remix,Bryant Myers,194217,2019-11-23,es,27qRmG3zOWPvMYUkpPdQ1g
18,Prendío,Rvfv,192907,2019-11-23,es,1pUq8PePQRODKRKwY2nvC8
19,Easy - Remix,Jhay Cortez,185094,2019-11-23,es,0Cn8NxJZz7zUlsaA3rXoIU
20,La Rubia - Remix 2,La Nueva Escuela,174932,2019-11-23,es,7KKTnv81z6DmfPIGsZWjOW
21,La Cama,Lunay,172315,2019-11-23,es,0OoqRZXnSrgIUAha3iLKG1
22,Goteo,Duki,163935,2019-11-23,es,57kdZIOAaolxAjB67d2yU3
23,"DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix",Justin Quiles,161801,2019-11-23,es,1ndyl3wJCFs872XZ3ztPk6
24,Que Tire Pa Lante,Daddy Yankee,156002,2019-11-23,es,6RyaV7owmVU6fzEPE17sF1
25,Quizas,Rich Music LTD,153705,2019-11-23,es,5Id5B3dxJZhPcV9GzgYZZe
26,Hasta Que Salga el Sol,Ozuna,153392,2019-11-23,es,6ofuqm2qLMi9lBFEF9mJMb
27,Que Calor (feat. J Balvin & El Alfa),Major Lazer,153210,2019-11-23,es,1G2CAJeP7rCwOZjlSJ0Zw3
28,De Tranquilote,Danny Romero,144752,2019-11-23,es,1IDFcb3cjkj2dhv3UaxX9b
29,B11 (feat. Myke Towers),Rvssian,143835,2019-11-23,es,4o1DxRjMCHDwBiOKv88rOl
30,Hola - Remix,Dalex,139560,2019-11-23,es,5stPVcRqb4qixbafP9e8lt
31,105 F Remix,KEVVO,136199,2019-11-23,es,1aUGxXCz9QimNkKeiJtzZ7
32,Callaita,Bad Bunny,133780,2019-11-23,es,2TH65lNHgvLxCKXM3apjxI
33,Easy,Jhay Cortez,131379,2019-11-23,es,7fTsw0IKbbPDN19keS32tF
34,No Te Debí Besar,C. Tangana,126973,2019-11-23,es,1KdwnsWOvhM53vezy5ROuf
35,Tabú,Pablo Alborán,126733,2019-11-23,es,471HeGJPKw07MObixON0Um
36,No Me Conoce - Remix,Jhay Cortez,125601,2019-11-23,es,4R8BJggjosTswLxtkw8V7P
37,Otro Trago - Remix,Sech,120661,2019-11-23,es,4bTZeO72FwMa6wKOiqoynL
38,Sueño (con Pablo Alborán),Beret,117870,2019-11-23,es,71M1szVbVYZM5M6QlIm6aC
39,A Escondidas,$kyhook,115283,2019-11-23,es,7754vHc34U2wQMIJFWRhVK
40,Contando Lunares (feat. Cruz Cafuné),Don Patricio,114729,2019-11-23,es,6uW0PIRcyZLvkoonm763xD
41,Qué Pena,Maluma,114376,2019-11-23,es,5099x34vBakWpGkHourFxP
42,Indios y Vaqueros,Sinsinati,112950,2019-11-23,es,3u5GmyJP2MU3tEJgyiAG2T
43,LA CANCIÓN,J Balvin,109871,2019-11-23,es,0fea68AdmYNygeTGI4RC18
44,Tutu,Camilo,105978,2019-11-23,es,1nocRtwyNPVtGcIJqfgdzZ
45,Señorita,Shawn Mendes,104235,2019-11-23,es,6v3KW9xbzN5yKLt9YKDYA2
46,everything i wanted,Billie Eilish,101318,2019-11-23,es,3ZCTVFBt2Brf31RLEnCkWJ
47,Djadja,Aya Nakamura,101042,2019-11-23,es,7sKDftgGirHWTVFMtJoDoh
48,Don't Start Now,Dua Lipa,99949,2019-11-23,es,6WrI0LAC5M1Rw2MnX2ZvEg
49,Me vas a ver,Beret,96291,2019-11-23,es,3iVwzH29gquHzkrZuy3M4w
50,Ayy Macarena,Tyga,92382,2019-11-23,es,6LcauUZjF1eXQrgqMUecHX
51,Me Equivocaré,Antonio José,92368,2019-11-23,es,5zsvrbPy4w9nz067ViWprz
52,Se iluminaba,Fred De Palma,89855,2019-11-23,es,3VPOZWtj8mM89IiRNygxgS
53,Soltera - Remix,Lunay,86765,2019-11-23,es,4t9a07PAghtQMRAIP9FQ7Z
54,Con Altura,ROSALÍA,86035,2019-11-23,es,2qG5sZ7Si6sdK74qLxedYM
55,Cuerpo en Venta,Noriel,85355,2019-11-23,es,2B94bbI1a4LyBpK1439oP7
56,Blanco,J Balvin,83421,2019-11-23,es,2rc7BkzO8qepMFAxHtOrXc
57,Qué Bonito Es Querer,Manuel Carrasco,82453,2019-11-23,es,6uzGmmQ4CuG9HvZktEy0LF
58,Aguantando,Morad,81544,2019-11-23,es,31mlxicdMBsOZtX35XJ1tr
59,Hookah,Bad Gyal,77056,2019-11-23,es,4piZ5m1vZGDkfyHga5U97m
60,Coronao Now,El Alfa,75037,2019-11-23,es,7FbKipScVxkjQxQXwTd0gL
61,"El Favor (with Nicky Jam & Sech, feat. Farruko, Zion & Lunay)",Dimelo Flow,74958,2019-11-23,es,684EjRHwNsZQ9hCQxL4NYL
62,Piensan,Myke Towers,74636,2019-11-23,es,0i9oiUkWOgvtnjkr0fa3XN
63,A Palé,ROSALÍA,73544,2019-11-23,es,23zJcKwLf5CeaKVbFhrWgF
64,Memories,Maroon 5,73474,2019-11-23,es,2b8fOow8UzyDFAE27YhOZM
65,15+1,El Greco,72992,2019-11-23,es,0JFSOhVbn5I4wCrTgT8bnZ
66,X.O.X.O.,Pedro Calderon,72337,2019-11-23,es,439bhfWUo0JI6wmfvm4Auq
67,Atrévete,Nicky Jam,70950,2019-11-23,es,26Qhn2T88XqVinXQpmSarj
68,Fuera De Mi Mente,Lérica,70257,2019-11-23,es,7bsqRe39lKOYX45FZpzP9o
69,Me llama,Beret,69385,2019-11-23,es,06ovTE7S3xHfpqxNZxVfSn
70,Bellaquita - Remix,Dalex,69014,2019-11-23,es,1Xnn1TPyr5h0hpRAT4B4EA
71,Diavla,Chris Viz,68539,2019-11-23,es,1KfrcxnOLyDhd3p4hGrhVe
72,Lola Bunny,Lola Indigo,68515,2019-11-23,es,7IzbHY75UhGztauT7U5eKb
73,Si Me Gano Un Grammy,Jon Z,68323,2019-11-23,es,0e0BqjHEcb6pJAVJ7WZA7V
74,Apriétala,Rvfv,67222,2019-11-23,es,0VLIfeftkYpJgzqUvJc0BP
75,5 Stars (feat. Polima Westcoast),C. Tangana,66186,2019-11-23,es,7KAveXwQ5xzdHT6GDlNIBu
76,Velitas,Darell,64192,2019-11-23,es,7q3NthaBqFI6s0WnAlnIvq
77,bad guy,Billie Eilish,63838,2019-11-23,es,2Fxmhks0bxGSBdJ92vM42m
78,Baila Conmigo (feat. Kelly Ruiz),Dayvi,63057,2019-11-23,es,4Clmg1g8n2yBYG13Z1oSdG
79,Presiento,Morat,62876,2019-11-23,es,2V4hc5gplg7EXlrRUvD4rp
80,Bellaquita,Dalex,62628,2019-11-23,es,1tpbAGsGpZee5jDHMcLrUJ
81,Calma - Remix,Pedro Capó,62153,2019-11-23,es,5iwz1NiezX7WWjnCgY5TH4
82,Bésame,David Bisbal,61640,2019-11-23,es,2qON8SpeBDBSoWCvDKuwbU
83,Someone You Loved,Lewis Capaldi,61450,2019-11-23,es,7qEHsqek33rTcFNT9PFqLf
84,Pronto Llegará,C. Tangana,61289,2019-11-23,es,1nLUqn7k3UtUxuqdTXiJjk
85,Desde cero (con Melendi),Beret,60895,2019-11-23,es,3RfmZepJErldBC4JXut6L9
86,Ella No Quiere Rosé,Rvfv,60555,2019-11-23,es,6Aqeqb9rVNA1U6zuuxczQZ
87,Con Calma,Daddy Yankee,60410,2019-11-23,es,5w9c2J52mkdntKOmRLeM2m
88,Si Se Da - Remix,Myke Towers,60345,2019-11-23,es,6K5BsR04ijf3FHNzjbaagD
89,ROXANNE,Arizona Zervas,60230,2019-11-23,es,696DnlkuDOXcMAnKlTgXXK
90,Me Quedo,Aitana,59993,2019-11-23,es,6Nqi1fWKYXrVXmF3RtQbSf
91,Mirándote,Rvfv,59545,2019-11-23,es,6wywJ7RutAY0JL7cMP7uFN
92,Soldadito de Hierro,Nil Moliner,59087,2019-11-23,es,3DfUO7e24abpbIreUpUK4B
93,MALA SANTA,Becky G,58503,2019-11-23,es,5e50NiIlOc2YJIftHzoehd
94,Lo siento,Beret,58379,2019-11-23,es,5o2M4yHxo9kyNLdgihFeV1
95,I Don't Care (with Justin Bieber),Ed Sheeran,58077,2019-11-23,es,0hVXuCcriWRGvwMV1r5Yn9
96,11 PM,Maluma,57763,2019-11-23,es,7KbF6AdprOXEEHlsq11Z6d
97,Loco Contigo (feat. J. Balvin & Tyga),DJ Snake,57762,2019-11-23,es,6osaMSJh9NguagEDQcZaKx
98,QUE PRETENDES,J Balvin,57061,2019-11-23,es,25ZAibhr3bdlMCLmubZDVt
99,Te Robaré,Nicky Jam,55314,2019-11-23,es,4PJ3umtW1aWdfh5EITHc6T
100,Gan-Ga,Bryant Myers,54704,2019-11-23,es,2J3jxgfp6GWoBsMPIa20oC
101,Lose You To Love Me,Selena Gomez,54646,2019-11-23,es,1HfMVBKM75vxSfsQ5VefZ5
102,Disparos,Dani Fernández,54499,2019-11-23,es,2F75mXaavRl0hm3rtM15cq
103,YYANOSÉ,Israel B,54295,2019-11-23,es,2nsZFBDS9rruGr9dOmmYOU
104,Cicatrices (feat. Indara),Sergio Contreras,53915,2019-11-23,es,17nYNma8AncLFqOBk6tu6m
105,Circles,Post Malone,53826,2019-11-23,es,21jGcNKet2qwijlDFuPiPb
106,"Trueno: Bzrp Music Sessions, Vol. 16",Bizarrap,53188,2019-11-23,es,7ouulWlZPefmEIGYWNyiPH
107,Déjate Querer,Lalo Ebratt,52523,2019-11-23,es,3mN2DtljBhnrIpc3Nu2pJ8
108,SIN MIRAR LAS SEÑALES,Rels B,51430,2019-11-23,es,7fM24rKaYCTGf85Lj8U2pk
109,Milionària,ROSALÍA,50787,2019-11-23,es,2K3bjojp1sCLdMMoO5lJ2p
110,Uniforme,Rich Music LTD,50631,2019-11-23,es,0wMs7DPFOnToNAoecvAFQc
111,Perreo en La Luna,Rich Music LTD,49791,2019-11-23,es,0RDgqtvOHLwcI6yz9bjsZV
112,DOSIS,Dvicio,49637,2019-11-23,es,0cDumxvNKhydP1Cmon2S6E
113,Beautiful People (feat. Khalid),Ed Sheeran,49613,2019-11-23,es,70eFcWOvlMObDhURTqT4Fv
114,Kemba Walker,Eladio Carrion,49231,2019-11-23,es,38kLHBjtWJaPXcyFhwRVtI
115,5 Sentidos,Dvicio,48211,2019-11-23,es,7chjOPhoxbpRYSrO1rvdnu
116,Cristina (feat. Shelow Shaq),Maffio,48144,2019-11-23,es,2egI1hFZDAYrkCgtepoore
117,Enchochado de Ti,Don Patricio,47684,2019-11-23,es,6G8TNOdTBpBPmDdJAvoVhA
118,DOLLAR,Becky G,47484,2019-11-23,es,2uhMYJq2TODWBuZhHRrdWy
119,Loco,Beéle,47016,2019-11-23,es,2J9B63FawlTaPdg4eH5X03
120,La Mentira,Dani Martín,46641,2019-11-23,es,21by4HhbV3w4uUNrotR02z
121,Verte Ir,DJ Luian,46291,2019-11-23,es,4lzxJ4jCuFDXXGkE1LmpKR
122,Cuaderno,Dalex,46151,2019-11-23,es,7anSoGdgtmJTAPZBzcPhO6
123,Bonita,Juanes,46080,2019-11-23,es,3ewwb5s3WHYqEdkBnwKlTS
124,Fuego,Estopa,45944,2019-11-23,es,5Aax4WuBCyiVp4NDB3lg5j
125,Adan y Eva,Paulo Londra,45722,2019-11-23,es,132ALUzVLmqYB4UsBj5qD6
126,Swing,Danny Ocean,45603,2019-11-23,es,4DbhxwlkhTbCTqlZptxmI6
127,Te echo de menos,Beret,45471,2019-11-23,es,1YgPkZ6GOwajDveEsuy3uH
128,No Te Veo - Remix,Casper Magico,45326,2019-11-23,es,0stKSegkdrfLTDvm5sIO38
129,HP,Maluma,45116,2019-11-23,es,1LIqNVhaIgxXUt2eVoIQJ3
130,Lalala,Y2K,44905,2019-11-23,es,51Fjme0JiitpyXKuyQiCDo
131,LA LATINA,Rels B,44544,2019-11-23,es,0FqT9GmM94Zd0WreIvOFwB
132,Imaginaste - Remix,Jhay Cortez,44419,2019-11-23,es,56BAJvpaWgvr6C4wmc37iU
133,Otro Trago,Sech,44350,2019-11-23,es,1Ej96GIBCTvgH7tNX1r3qr
134,Con La Miel En Los Labios,Aitana,44167,2019-11-23,es,2QJcrJNa4KGxQ6bw0MH3Zx
135,Liar,Camila Cabello,44119,2019-11-23,es,7LzouaWGFCy4tkXDOOnEyM
136,Soldadito marinero,Fito y Fitipaldis,43862,2019-11-23,es,0eVborSuxUeSg0meWYd9dZ
137,Tal Vez,Paulo Londra,43374,2019-11-23,es,5jW3rF4URMdK7tO2xjS5EI
138,La Playa,Myke Towers,43189,2019-11-23,es,0jeS8PyyIRAG0A3t5DtL71
139,Ella Quiere Beber - Remix,Anuel AA,43061,2019-11-23,es,3f5lA8nnc4YYF1qf78WpHw
140,HIGHEST IN THE ROOM,Travis Scott,43026,2019-11-23,es,3eekarcy7kvN4yt5ZFzltW
141,Te esperaré toda la vida,Dani Fernández,42913,2019-11-23,es,6MCPhEshiLRXgdFKqvr478
142,A Dónde Vamos,Morat,42631,2019-11-23,es,671sG3ETDxC3L6qcGIrHRM
143,"Trueno: Bzrp Freestyle Sessions, Vol. 6",Bizarrap,42573,2019-11-23,es,4jTKJOFxaqEcm558JYi4Dh
144,Vas A Quedarte,Aitana,42061,2019-11-23,es,0fwIHsKXNEcb57u2um7z9I
145,No Te Preocupes por Mi,Leiva,41977,2019-11-23,es,7hv7synVPhVu30Ex2amJQc
146,Nadie (feat. Sech & Sharo Towers) - Remix,Farruko,41952,2019-11-23,es,6pNjmMB8FTMEcqGSgs7Mji
147,How Do You Sleep?,Sam Smith,41594,2019-11-23,es,6b2RcmUt1g9N9mQ3CbjX2Y
148,MALAMENTE - Cap.1: Augurio,ROSALÍA,41569,2019-11-23,es,1B0BQaSRHxhI0AUlItY3LK
149,"John C: Bzrp Music Sessions, Vol. 18",Bizarrap,41564,2019-11-23,es,08ilexedmUuccTWTeK7Dvb
150,Ellos,Ceky Viciny,40837,2019-11-23,es,7bDboJVS7UlQBZj8lsvz2g
151,Me mata,Beret,40769,2019-11-23,es,4nkqwaMRa1mLvTaOSyYkx2
152,Date La Vuelta,Luis Fonsi,40558,2019-11-23,es,5lwVd35Zg6DJ4qibVMq99H
153,Superpoderes,Leiva,40485,2019-11-23,es,3by1RwAsoZ6nNoMOCy11LM
154,Pa Mí - Remix,Dalex,40370,2019-11-23,es,7g8YaUQABMal0zWe7a2ijz
155,Como Si Fueras a Morir Mañana,Leiva,40360,2019-11-23,es,4aAfLSx9IthpC3Pw5pNk3E
156,Fantasias - Unplugged,Rauw Alejandro,40163,2019-11-23,es,6qqd7DGn2VXzxsR4k3Ycun
157,CANGURO,WOS,39920,2019-11-23,es,2UAWYufVaO3EnUUNzl0ppO
158,Shallow,Lady Gaga,39781,2019-11-23,es,2VxeLyX666F8uXCJ0dZF8B
159,Mírame - Remix,Nio Garcia,39710,2019-11-23,es,53uKGbcMjEc2gIWbfmvpdS
160,Runaway,Sebastian Yatra,39487,2019-11-23,es,7BuSE9uTIw931wtZYzvZcQ
161,Princesas,Pereza,39433,2019-11-23,es,3hlWUNjAlbZ6nOjAbrivBv
162,Cicatrices,Natos y Waor,39104,2019-11-23,es,19OsDvOm2hw28Bqg7wo4Ox
163,Que Mas Pues - Remix,Sech,38992,2019-11-23,es,7fODjB7BrQTGqh0hogW6XD
164,Rebota - Remix,Guaynaa,38604,2019-11-23,es,3dWpRjCmaHbroNahuSeX11
165,Un Año,Sebastian Yatra,38583,2019-11-23,es,2vrpcQNg6itmgVZWsNjWe0
166,La placita,Delaossa,38464,2019-11-23,es,3oKbWYE8Ww0NYqx6DjESFy
167,Mi Persona Favorita,Alejandro Sanz,38178,2019-11-23,es,1O4dGIPUXUanseRdv4fNzw
168,Santa María (Feat. Busy Signal),Bad Gyal,37968,2019-11-23,es,4R0sTxCaskwCPbzkfXHfWg
169,Inocente,Myke Towers,37959,2019-11-23,es,07eET3PAzpSz5CLE4wGgN5
170,Mi Error - Remix,Eladio Carrion,37484,2019-11-23,es,0lbhKycRyqkOMKZ6thzfU4
171,Aleluya,Reik,37267,2019-11-23,es,23CsjGOYDQiJpX44BSn9TM
172,Rasta Barbie (Remix),Gigolo Y La Exce,36904,2019-11-23,es,64kNRze29YqCFzFEpQCaHQ
173,Contra La Pared,Sean Paul,36807,2019-11-23,es,37eGbhE1xVFSvcKkqGb6i1
174,Profesores,Morad,36707,2019-11-23,es,3mZFOjJplVA5PTU5zmymZB
